  260,20140814,  162,  132,  203
  260,20140815,  155,  120,  197
  260,20140816,  161,  117,  187
  260,20140817,  149,  119,  167
  260,20140818,  138,   97,  173
  260,20140819,  124,   95,  159
  260,20140820,  126,   84,  178
  260,20140821,  138,   78,  182
  260,20140822,  136,  106,  171
  260,20140823,  127,   81,  174
  260,20140824,  125,   73,  177
  260,20140825,  127,   73,  169
  260,20140826,  137,  104,  165
  260,20140827,  142,   64,  207
  260,20140828,  172,  114,  214
  260,20140829,  173,  133,  212
  260,20140830,  163,  142,  186
  260,20140831,  151,  104,  190
  260,20140901,  153,   87,  212
  260,20140902,  167,  120,  212
  260,20140903,  163,  106,  212
  260,20140904,  177,  130,  235
  260,20140905,  176,  121,  228
  260,20140906,  166,  130,  205
  260,20140907,  170,  106,  216
  260,20140908,  141,   79,  205
  260,20140909,  145,   99,  178
  260,20140910,  139,   92,  184
  260,20140911,  159,   94,  204
  260,20140912,  156,   76,  216
  260,20140913,  170,  140,  211
  260,20140914,  157,  113,  209
  260,20140915,  168,  106,  228
  260,20140916,  175,  114,  246
  260,20140917,  180,  113,  252
  260,20140918,  193,  122,  253
  260,20140919,  178,  134,  244
  260,20140920,  178,  132,  240
  260,20140921,  158,  126,  192
  260,20140922,  134,   63,  175
  260,20140923,  126,   44,  177
  260,20140924,  130,  110,  165
  260,20140925,  142,  101,  178
  260,20140926,  153,  106,  194
  260,20140927,  133,   79,  202
  260,20140928,  147,   83,  220
  260,20140929,  160,  119,  193
  260,20140930,  162,  118,  209
  260,20141001,  159,  101,  207
  260,20141002,  157,  135,  192
  260,20141003,  150,   99,  222
  260,20141004,  156,  117,  211
  260,20141005,  132,  117,  152
  260,20141006,  138,  123,  161
  260,20141007,  122,   93,  156
  260,20141008,  132,   87,  166
  260,20141009,  150,  127,  180
  260,20141010,  134,   76,  178
  260,20141011,  113,   66,  157
  260,20141012,  119,   64,  162
  260,20141013,  151,  120,  185
  260,20141014,  124,  100,  136
  260,20141015,  137,  115,  184
  260,20141016,  142,  118,  180
  260,20141017,  146,  118,  188
  260,20141018,  173,  128,  230
  260,20141019,  171,  148,  215
  260,20141020,  151,  139,  177
  260,20141021,  112,   76,  140
  260,20141022,  100,   63,  135
  260,20141023,  124,   94,  151
  260,20141024,  116,  108,  126
  260,20141025,  126,   96,  153
  260,20141026,  127,   95,  159
  260,20141027,  127,   98,  170
  260,20141028,   99,   75,  140
  260,20141029,  110,   88,  128
  260,20141030,  130,  115,  156
  260,20141031,  135,  105,  166
  260,20141101,  141,  102,  185
  260,20141102,  148,  127,  174
  260,20141103,  125,   94,  153
  260,20141104,   89,   55,  109
  260,20141105,   60,   35,   95
  260,20141106,   61,   45,   82
  260,20141107,   77,   45,   98
  260,20141108,   98,   81,  129
  260,20141109,   95,   72,  128
  260,20141110,   96,   59,  126
  260,20141111,   95,   57,  129
  260,20141112,   93,   41,  122
  260,20141113,   79,   36,  133
  260,20141114,  103,   69,  124
  260,20141115,   97,   75,  110
  260,20141116,   84,   71,   92
  260,20141117,   95,   81,  123
  260,20141118,   79,   73,   83
  260,20141119,   80,   73,   91
  260,20141120,   71,   52,   80
  260,20141121,   52,   16,   90
  260,20141122,   83,   45,  118
  260,20141123,  106,   80,  135
  260,20141124,   65,    3,  113
  260,20141125,   41,  -14,   91
  260,20141126,   49,   24,   64
  260,20141127,   74,   61,   88
  260,20141128,   63,   26,   95
  260,20141129,   28,   11,   49
  260,20141130,   25,   18,   31
  260,20141201,   15,   10,   24
  260,20141202,    6,   -1,   14
  260,20141203,  -12,  -30,   10
  260,20141204,   -3,  -27,   15
  260,20141205,   35,   14,   53
  260,20141206,   32,  -18,   91
  260,20141207,   34,  -28,   67
  260,20141208,   32,   15,   49
  260,20141209,   22,  -21,   49
  260,20141210,   65,   44,   99
  260,20141211,   65,   45,   77
  260,20141212,   75,   45,   94
  260,20141213,   47,    8,   68
  260,20141214,   25,   -6,   48
  260,20141215,   56,   32,   79
  260,20141216,   52,   18,   78
  260,20141217,   80,   39,  106
  260,20141218,  115,  101,  125
  260,20141219,   94,   73,  124
  260,20141220,   77,   56,   91
  260,20141221,   78,   52,  103
  260,20141222,  114,   93,  128
  260,20141223,  111,   96,  128
  260,20141224,   81,   61,  100
  260,20141225,   52,   -3,   79
  260,20141226,   19,  -27,   52
  260,20141227,    7,  -16,   29
  260,20141228,   -9,  -33,   34
  260,20141229,   35,   11,   56
  260,20141230,   50,   34,   65
  260,20141231,   52,   25,   76
